citing,cited
033275ccc2c7c5c38592ae893da0b5923cf90717,050c86809f8b48c5f1254ebe67fdab4e01202cfb
033275ccc2c7c5c38592ae893da0b5923cf90717,5a0eee6f73c98b5cfc8c2419745493fd5a08a907
033275ccc2c7c5c38592ae893da0b5923cf90717,bbb2d7075141f6d638dd41c3ffe0d6bfb3d2dba9
033275ccc2c7c5c38592ae893da0b5923cf90717,3a58efcc4558727cc5c131c44923635da4524f33
033275ccc2c7c5c38592ae893da0b5923cf90717,dc89b23a629b05017f71bbd68235cf8e7e6e7de5
033275ccc2c7c5c38592ae893da0b5923cf90717,33998aff64ce51df8dee45989cdca4b6b1329ec4
033275ccc2c7c5c38592ae893da0b5923cf90717,857176d022369e963d3ff1be2cb9e1ca2f674520
033275ccc2c7c5c38592ae893da0b5923cf90717,204e3073870fae3d05bcbc2f6a8e263d9b72e776
033275ccc2c7c5c38592ae893da0b5923cf90717,e24cdf73b3e7e590c2fe5ecac9ae8aa983801367
033275ccc2c7c5c38592ae893da0b5923cf90717,ad42c33c299ef1c53dfd4697e3f7f98ed0ca31dd
033275ccc2c7c5c38592ae893da0b5923cf90717,cd8a9914d50b0ac63315872530274d158d6aff09
033275ccc2c7c5c38592ae893da0b5923cf90717,a456265138c088a894301c0433dae938705a9bec
033275ccc2c7c5c38592ae893da0b5923cf90717,2cbb8de53759e75411bc528518947a3094fbce3a
033275ccc2c7c5c38592ae893da0b5923cf90717,26aa6fe2028b5eefbaa40ab54ef725bbbe7d9810
033275ccc2c7c5c38592ae893da0b5923cf90717,36eff562f65125511b5dfab68ce7f7a943c27478
033275ccc2c7c5c38592ae893da0b5923cf90717,d3d4273db96381330a98b1277fddc3907af95fbd
033275ccc2c7c5c38592ae893da0b5923cf90717,36ee2c8bd605afd48035d15fdc6b8c8842363376
033275ccc2c7c5c38592ae893da0b5923cf90717,2218e2e1df2c3adfb70e0def2e326a39928aacfc
033275ccc2c7c5c38592ae893da0b5923cf90717,e745b0506f4133263633eb05e5006a8cff4129f0
033275ccc2c7c5c38592ae893da0b5923cf90717,0ba86604228b555475496e200f31878df3aabd6e
033275ccc2c7c5c38592ae893da0b5923cf90717,86412306b777ee35aba71d4795b02915cb8a04c3
033275ccc2c7c5c38592ae893da0b5923cf90717,92107475ac35be893541baf0579f8b03826d948c
033275ccc2c7c5c38592ae893da0b5923cf90717,dab7e605237ad4f4fe56dcba2861b8f0a57112be
033275ccc2c7c5c38592ae893da0b5923cf90717,d2567a7de43ad073d68e12dec0df23f5d72c2022
033275ccc2c7c5c38592ae893da0b5923cf90717,fff114cbba4f3ba900f33da574283e3de7f26c83
033275ccc2c7c5c38592ae893da0b5923cf90717,2582ab7c70c9e7fcb84545944eba8f3a7f253248
033275ccc2c7c5c38592ae893da0b5923cf90717,39ac2e0fc4ec63753306f99e71e0f38133e58ead
033275ccc2c7c5c38592ae893da0b5923cf90717,6bbb24c7341b4cf7e04a68136628cb11fb6c0da8
033275ccc2c7c5c38592ae893da0b5923cf90717,87245d2460b3545a161db78bf0a450422b66f90f
033275ccc2c7c5c38592ae893da0b5923cf90717,efbf9e65ec0d086e83b523c53c90751977916350
033275ccc2c7c5c38592ae893da0b5923cf90717,6156a7dea6f46cc12b9430808914dd169e262d1a
033275ccc2c7c5c38592ae893da0b5923cf90717,d84b57362e2010f6f65357267df7e0157af30684
033275ccc2c7c5c38592ae893da0b5923cf90717,7da8b094a558ec9265f37393fc80bd26039dff51
033275ccc2c7c5c38592ae893da0b5923cf90717,1976c9eeccc7115d18a04f1e7fb5145db6b96002
033275ccc2c7c5c38592ae893da0b5923cf90717,e9e581d1836160c3e3662b9b5a0a9bb3234ebd3b
033275ccc2c7c5c38592ae893da0b5923cf90717,e4ce10063cd25447dcde75c2d9ce327446ced952
033275ccc2c7c5c38592ae893da0b5923cf90717,aeedd9f5c0fe4ca3e850cfbf7425e3f312e30cf7
033275ccc2c7c5c38592ae893da0b5923cf90717,cd873347660c2af6a70d623a9fb265893e64c98d
033275ccc2c7c5c38592ae893da0b5923cf90717,cd94282256db82fb814480f08f8612045f0725f1
033275ccc2c7c5c38592ae893da0b5923cf90717,18e5ae17ea0c934dcad242b860e5f7a8ad6dd049
033275ccc2c7c5c38592ae893da0b5923cf90717,cc3f2cb154226adc7322854116ea645ba21ece96
033275ccc2c7c5c38592ae893da0b5923cf90717,753b233d069134376e7325dc619e363c0144a325
033275ccc2c7c5c38592ae893da0b5923cf90717,0df8801f23e8c45605ae4df2685c71a41643837c
033275ccc2c7c5c38592ae893da0b5923cf90717,7b5d2be2abc0962f7feaa9fdb6ddaa6206b9e6a9
033275ccc2c7c5c38592ae893da0b5923cf90717,2dded49a3a72bc46b9faedff895c37b2db391851
033275ccc2c7c5c38592ae893da0b5923cf90717,817b5665ffc19f37b2d2ccd94728e046dc57cea3
033275ccc2c7c5c38592ae893da0b5923cf90717,01e30a41003cc04cee01b31ac2860d20e772187b
033275ccc2c7c5c38592ae893da0b5923cf90717,6a7c6e9feab24ccf51ee9e53cbc0b42b9b421a7d
033275ccc2c7c5c38592ae893da0b5923cf90717,780c7ead33428d282044519fee5e773ad56d5a2c
033275ccc2c7c5c38592ae893da0b5923cf90717,6d1d91a413af1212fea8791e266282019b62c37d
033275ccc2c7c5c38592ae893da0b5923cf90717,d2946a868682e4141beabc288d79253ae254c6e1
033275ccc2c7c5c38592ae893da0b5923cf90717,01c58692d7429e1d52ebb6e33c58665fecbfaa36
033275ccc2c7c5c38592ae893da0b5923cf90717,3efd851140aa28e95221b55fcc5659eea97b172d
033275ccc2c7c5c38592ae893da0b5923cf90717,713c531396dc37f70543b1664de7e73e0633609c
033275ccc2c7c5c38592ae893da0b5923cf90717,0165b29d0c9e8fd5863048b2678d7559b0df03a0
033275ccc2c7c5c38592ae893da0b5923cf90717,79aa748e48e8a1d1de3f9eb7cbb81ca50ecad87f
033275ccc2c7c5c38592ae893da0b5923cf90717,8213dbed4db44e113af3ed17d6dad57471a0c048
033275ccc2c7c5c38592ae893da0b5923cf90717,d87ceda3042f781c341ac17109d1e94a717f5f60
033275ccc2c7c5c38592ae893da0b5923cf90717,c213af6582c0d518a6e8e14217611c733eeb1ef1
459cf4e6476d5e19f1bc422c162bcded54ca7f95,44493e316c6f680d5f69b994f1b827a0f12eb565
459cf4e6476d5e19f1bc422c162bcded54ca7f95,17dc39b7af3ca5d2563502c4b7e5f72e0002afeb
459cf4e6476d5e19f1bc422c162bcded54ca7f95,35bcb89ea25012f0440116f1290576ed4347b5dd
459cf4e6476d5e19f1bc422c162bcded54ca7f95,a20e707395132f750fa958ebc0ea629b23b57bfe
459cf4e6476d5e19f1bc422c162bcded54ca7f95,85487a0b532786fa399a5a8014443bfd70ed3592
459cf4e6476d5e19f1bc422c162bcded54ca7f95,f295157f37cfb43cd8d8d2690ea124edc5ea59c2
459cf4e6476d5e19f1bc422c162bcded54ca7f95,92abcaed88e73a619cab2a8d07a8ff2da4209485
459cf4e6476d5e19f1bc422c162bcded54ca7f95,f3e765ca2b8c4191759b141d2e5c42215ed9090d
459cf4e6476d5e19f1bc422c162bcded54ca7f95,bcca5c7e9180c4890936343d79e812cb16cbefb6
459cf4e6476d5e19f1bc422c162bcded54ca7f95,c867c372ed78e27c53feaf788e74aa7506302bbe
1a85628dd645ea86b7c146613651fdb30bb32c1d,ac5ff123f6635871897e50e278f826ceeae576e0
1a85628dd645ea86b7c146613651fdb30bb32c1d,3a64f4551ad5297ff6d89e9464c9cccb72b464bb
1a85628dd645ea86b7c146613651fdb30bb32c1d,3341204d1d443d1a8d35a23b651dace27e400c94
1a85628dd645ea86b7c146613651fdb30bb32c1d,8f973517436e21e4e6f54b37837a9f6681d06265
1a85628dd645ea86b7c146613651fdb30bb32c1d,4f00435f66a3dee7d5965fe8696c56f67021f1cc
1a85628dd645ea86b7c146613651fdb30bb32c1d,acb7f2cea33f79a212b26eaa6e38dca5c7867786
1a85628dd645ea86b7c146613651fdb30bb32c1d,a2f6895606be2ff7193cf75307989fd43f30c856
1a85628dd645ea86b7c146613651fdb30bb32c1d,f295157f37cfb43cd8d8d2690ea124edc5ea59c2
1a85628dd645ea86b7c146613651fdb30bb32c1d,5fdc69dbcdcc0ee038b86c849f09fb7b0809c92d
1a85628dd645ea86b7c146613651fdb30bb32c1d,7c70459d56214a7a3202732670f5ce726508eff6
1a85628dd645ea86b7c146613651fdb30bb32c1d,ce2a41d31657c32a4945d79d5902b1576fed3ad8
1a85628dd645ea86b7c146613651fdb30bb32c1d,da4e2841527a68abc9375457d5c8b87db35fa8e2
1a85628dd645ea86b7c146613651fdb30bb32c1d,32c1e0f9ef6f1e337fe4aa2a4907314e5a3f4a5b
1a85628dd645ea86b7c146613651fdb30bb32c1d,8edfd06027fd14ae5ae64f7c21c5e2d3a51801dd
1a85628dd645ea86b7c146613651fdb30bb32c1d,59f1df2f60280eea79d195b9c561d52a77fb24de
1a85628dd645ea86b7c146613651fdb30bb32c1d,283ae048d4bd7603bbf7bdae059580079439e1b8
1a85628dd645ea86b7c146613651fdb30bb32c1d,093b6c06bde2cb42af710553171e59d56f250d03
1a85628dd645ea86b7c146613651fdb30bb32c1d,472732617ad0603bb49e6e3a8dd6c5a7f779f91d
1a85628dd645ea86b7c146613651fdb30bb32c1d,252e06d9d9f32e50c000bf93baffd1b2578f1bdf
1a85628dd645ea86b7c146613651fdb30bb32c1d,ebfdbd5c3de63af2c86a026c12772966be3e2445
1a85628dd645ea86b7c146613651fdb30bb32c1d,39ac2e0fc4ec63753306f99e71e0f38133e58ead
1a85628dd645ea86b7c146613651fdb30bb32c1d,3547d099f8336d32c9c8b43084acfb83ad07c083
1a85628dd645ea86b7c146613651fdb30bb32c1d,2d867297dfe0d3ce2ed5b1d0f2dff88cac46ee94
1a85628dd645ea86b7c146613651fdb30bb32c1d,d57ca29d73272e139c04f118d5c3107dfb964596
1a85628dd645ea86b7c146613651fdb30bb32c1d,3a1c2c8bd0e09893a65aca2af49fd60da58ed2f3
1a85628dd645ea86b7c146613651fdb30bb32c1d,68e2d9fc64898907dddb14a28485a2a0e87501bd
1a85628dd645ea86b7c146613651fdb30bb32c1d,a8cc0c46f5b0c344701bce60586cc9bf319647ea
1a85628dd645ea86b7c146613651fdb30bb32c1d,2eac2cd4dadd45129b9ea21a0a9c453731c7c7a4
1a85628dd645ea86b7c146613651fdb30bb32c1d,e34bf36ea7ff9571bcdc975b73defdc792b58b2e
1a85628dd645ea86b7c146613651fdb30bb32c1d,96ec0727355cc2f12d66d3e5efb39acea2555b49
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,a6b7b5dbd1eb6ac765cdb9c9f70b90aa11e45854
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,1300b26ecb53cd0a9e5d483812d155af7eb6f88c
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,45f4585f12ed7310c2dbc487a2aa1ba23c568071
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,782d4e83c2a61d5eacade648bd978a3e08a44043
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,407222cde46ab42d6e5365bd748225160b262aef
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,2d95c27d4ed8cfb8379164888cd79c6b239250b4
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,23a5984c058d585743a114991d9f59d192c74fed
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,4cee38d9d088cf021bc5f5b9fda6764feeb1806a
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,7c70459d56214a7a3202732670f5ce726508eff6
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,c762e198b0239313ee50476021b1939390c4ef9d
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,ce2a41d31657c32a4945d79d5902b1576fed3ad8
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,30321b036607a7936221235ea8ec7cf7c1627100
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,61aec24ce3ce839bf08ce98e061099f2a20a50d6
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,59f1df2f60280eea79d195b9c561d52a77fb24de
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,093b6c06bde2cb42af710553171e59d56f250d03
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,a1df3893591d225b5737ad3345919ba2643d476e
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,2d84f783b0d8dd1986d5254d1e1d29af3ac8835f
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,142076521067f39aa0f2b86a01150561257c4ec5
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,c858ba9bce833896b49878a6793dbb382ed83c9e
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,36e70ee51cb7b7ec12faac934ae6b6a4d9da15a8
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,7262f9b133c852db7d5b5ae88a4bd53a5c34f66a
5abf79226a8ffa2dcf33ca98bfc36c8bb01cc4fc,07b520b6ee7b86caa4331cd5365708f6a9647592
59078a26c42e8609244f1c3e01f05af74a3773bf,3964c3a60fc8f076a8c39f65439cbbf6708548ed
59078a26c42e8609244f1c3e01f05af74a3773bf,b5aea8c6ebaab339b4e190decab80ab607815e8b
59078a26c42e8609244f1c3e01f05af74a3773bf,ef6602c5a4d0dc1d7108cd5b676ab988afd4e482
59078a26c42e8609244f1c3e01f05af74a3773bf,9b22c9e00e0fc2cba4dde5b9caddc4624eeee1e5
59078a26c42e8609244f1c3e01f05af74a3773bf,cfd1f3c7fd31ca46bcde353f62a9264de89a2382
59078a26c42e8609244f1c3e01f05af74a3773bf,f2c4752ba149a538fb6dc46e6097e98579beda48
59078a26c42e8609244f1c3e01f05af74a3773bf,a4ecd48d04aba80c4c21ae5f1d445959a538488b
59078a26c42e8609244f1c3e01f05af74a3773bf,dfbc436bee21cbbecacb484e77825eff8aaf8fdc
59078a26c42e8609244f1c3e01f05af74a3773bf,793b12435e91bb166a6047365c91bb0d9034901d
59078a26c42e8609244f1c3e01f05af74a3773bf,492c03ef8260bb2b20fcdada4d53f70c70e53e0f
59078a26c42e8609244f1c3e01f05af74a3773bf,1b7db1a15cfc98b1d03539e2c1f42914cd24aa83
59078a26c42e8609244f1c3e01f05af74a3773bf,5fe8cfc136d5888989b4d1a63272beec888f33ab
59078a26c42e8609244f1c3e01f05af74a3773bf,8ae1cd9ef439deea34aae9c025d8cd67f9a41fc6
59078a26c42e8609244f1c3e01f05af74a3773bf,4cbf5ea27825e948931d1f1dcecac7d4156a3cb5
59078a26c42e8609244f1c3e01f05af74a3773bf,1aeef8c2292a30b96878913eb3ad8b6c2d3f9a22
59078a26c42e8609244f1c3e01f05af74a3773bf,591b82efb6689ed5bcdae693a5f0efbc4cfb1220
59078a26c42e8609244f1c3e01f05af74a3773bf,8e7bd8afdd7cd838b468d34d21c1b08fa4181d03
59078a26c42e8609244f1c3e01f05af74a3773bf,f7dc44a0de235eb44567f6a5082bf31c6f3dcc5e
59078a26c42e8609244f1c3e01f05af74a3773bf,6740c1fe20b4cc9e9c13da376a864ec0ab3c4b7f
59078a26c42e8609244f1c3e01f05af74a3773bf,644a99dcef16bb91aa1872d6807d90245296ecad
59078a26c42e8609244f1c3e01f05af74a3773bf,46d98d652ec231c04fbed24b972c4b65ab4c134d
59078a26c42e8609244f1c3e01f05af74a3773bf,7bea0859e8be71635e780457a402fdba13ef20a5
59078a26c42e8609244f1c3e01f05af74a3773bf,fac5c12de34c8c5b49341c534a6260207c75ed0d
59078a26c42e8609244f1c3e01f05af74a3773bf,60130086c65901c76b72f4d7c0e93a067fa40424
59078a26c42e8609244f1c3e01f05af74a3773bf,44daf9ba526920cb215908df6bc607090fb81a5e
59078a26c42e8609244f1c3e01f05af74a3773bf,42c6dbf9811a0a128b96ebfa244eff59fb665d54
59078a26c42e8609244f1c3e01f05af74a3773bf,841b1233f5f87b11d119c83b17ff098c9b7933f5
59078a26c42e8609244f1c3e01f05af74a3773bf,3541455f3e8ad933ce4b0aef4fa1beaf73a316e1
59078a26c42e8609244f1c3e01f05af74a3773bf,b7c9e9dd27232577f7550cee485cec3ebf7671c2
59078a26c42e8609244f1c3e01f05af74a3773bf,bf72f688f55b7fc0626096e7c484786b6023daa7
59078a26c42e8609244f1c3e01f05af74a3773bf,9d271bf4b78b933740c322835406de67b20d69e1
59078a26c42e8609244f1c3e01f05af74a3773bf,1d9b3498d5800153f72757f191dc5721327dbbd0
59078a26c42e8609244f1c3e01f05af74a3773bf,7b2f1e97c8c1d951d8d0b173e8564b806688b62e
59078a26c42e8609244f1c3e01f05af74a3773bf,cc4eb72a6702593a9b13d0e136b937cc12a0f29e
59078a26c42e8609244f1c3e01f05af74a3773bf,33efea8c0de335778baf640bb313683143026fc0
59078a26c42e8609244f1c3e01f05af74a3773bf,c6d8aa0c31c168f6556cf78cc4d9327f44ea38f9
59078a26c42e8609244f1c3e01f05af74a3773bf,0efcd1d38ad020da7c01613b7818eb123cb34121
