person_id,name
1702139,J. Leskovec
1702306,Gerson Sunyé
1702467,P. Prosser
1702878,M. Schermann
1703204,Juan Sequeda
1704327,Riccardo Guidotti
1705151,M. Tamer Özsu
1705375,Jordi Cabot
1705671,T. Soule
1706223,Frans Coenen
1706922,Cristian Riveros
1708906,Michael Cochez
1709784,A. Maccioni
1712422,H. Krcmar
1713030,David A. Bader
1713172,W. Didimo
1713648,T. Hoefler
1714025,Dirk Fahland
1716043,Jorge Bernardino
1716522,J. Krogstie
1718274,Riccardo Torlone
1721711,G. Ślusarczyk
1723353821,Azadeh Abdollah Zadeh
1725167,Themis Palpanas
1725285,T. Khoshgoftaar
1729840,P. Branch
1730344,S. Bhowmick
1733290,V. Markl
1734682,P. Senellart
1735048,O. Tirkkonen
1736546,Doina Caragea
1739490,A. Passarella
1740261,S. Khan
1740538,I. Kohane
1740822681,Matus Stovcik
1741232,R. Dssouli
1741342,L. Rodrigues
1741346,Christine Solnon
1743774,E. Bertino
1743903,Z. Pardos
1746173,G. Saake
1746871,K. Kersting
1751143,B. Strug
1751969372,C. Fan
1752888049,Malgorzata Lazarska
1752945,Maryam Ghasemaghaei
1763674,E. Deutsch
1764975,V. Storey
17711197,D. Ongari
1772062,M. Kamal
1772311,Andrey Gubichev
1774041,D. Haglin
1777646,Dominik Tomaszuk
1780833,N. Andrienko
1784067,F. Piccialli
1785886,H. Hermjakob
1791547,M. X. Ribeiro
1792351,M. Dehmer
1792647,Zhihan Lv
1794160,Francesca Spezzano
1796394,M. Chignell
1798121,Gwanggil Jeon
1798186,J. Feo
1802882,J. Baltes
1803518,M. Brigido
1804075,P. Géczy
1804361,Dong Dai
1809608,A. Silvescu
1809915,Naeem Seliya
1817470,David Broneske
1821099,Xiuzhen Zhang
1825498,Ikbal Taleb
1826467,T. Byrd
1828049,Jason A. Poovey
18356904,Michal Podstawski
1836456,R. Spreafico
1850588,Radu Ciucanu
1860924,Shashika Ranga Muramudalige
1864298,Shahriar Akter
1864942,Alan R. Williams
1879141,T. Papadopoulos
1881965,S. Ananiadou
1889986,A. Dhir
1891097,Erik M. Fredericks
1891554,Byron Choi
1894887,Victor Marsault
1897202,A. Kundu
1903243,Wenwen Kang
1903798,N. Advokaat
1920715,Xiaogang Ma
1940692,N. B. Anuar
1949827,Chafik Bouhaddioui
1950081,O. Bodenreider
1968180,Yuanyuan Tian
1971318,Alireza Alaei
1977200,M. Musicante
1979817,M. M. Najafabadi
2019538,Vito Giovanni Castellana
2028869,Ron Henkel
2044319,Christos Tjortjis
2044599,D. Hafler
2051250,Rameshwar Dubey
2054073851,Chandan Sharma
2055050266,R. Guerra
2055791334,Lian Duan
2056343176,Marzieh Fathi
2057331457,M. E. Walter
2057532745,F. Xiao
2058740,Russell Harmer
2059356907,M. R. Mahmood
2059572334,Carlos Rojas
2061173271,E. Ahmed
2064249638,Alexander Campos
2064473584,Alice Zhou
2064791867,Diogo Fernandes
2065468132,Chinmay Kundu
2065509293,Liang Qiao
2066074494,J. Guia
2066084551,S. Kaushik
2066369448,Mikhail Galkin
2068352939,Ray Y. Zhong
2069618919,T. Hoeren
2070105034,A. Vaisman
2072531339,Xuyuan Kang
2073559355,Piotr Wieczorek
2073794811,Ahmed Nahar
2075396941,L. Bai
2078490339,A. Czerepicki
2079538975,A. Ślęzak
2080434643,Bolton
2080786832,Christoph Buchmüller
2082595527,Daniel Sánchez
2083295023,Evan
2084117002,Graph Databases
2087066452,Nikhil Shah
2087083011,Ming Tang
2089333,J. Doppa
2092936661,Till Bitter
2102129,Arnaud Castelltort
21024202,D. Nicoară
2102926579,Thomas Myrach
2108047195,Qingliang Li
2108122564,Jingyu Zhang
2108409767,Shavindar Singh
2109461904,Yizhou Sun
2109590665,Haixun Wang
2110490847,H. Nguyen
2110677374,Manpreet Singh
2110812737,Tao Huang
2111034665,Yun Peng
2111337069,Rajesh Sharma
2112246116,Liang Xu
2112329722,Ao Li
2112395404,Lucas Cesar Ferreira
2113276011,Han Feng
2113544439,Muhammad Imran
2115552258,Haitao Liu
2116431916,Xiaoming Li
2118913820,Tian Wang
2118916449,Tianyi Wang
2121691833,Ariel Debrouvier
2121692012,Eliseo Parodi
2121692039,Matías Perazzo
2121701124,Valeria Soliani
2124626283,Florian Scheidl
2125031571,Jiachen Li
2125673249,Marc Fischer
2125885487,P. S. G. Aruna Sri
2128523,Salman Salloum
2134146,Nikoli Dryden
2139634153,Wen-Tao Wu
2140053420,Ziming Wang
2141377585,Yu Bai
2142983,Flavio Villanustre
2143272549,Hemalatha Kivudujogappa Lingappa
2143716975,Jin Wang
2144586446,Jin Yang
2144794493,Jie Huang
2145774899,Chengjie Chen
2146248481,Z. Li
2149052058,Hao Chen
2149869431,Jie Li
2150706913,W. Lai
2150744,D. Acharjya
2152634067,In Lee
2152916916,Yang Yang
2153527172,He Zhang
2153911296,Yi Zhang
2156059845,Li Li
2158235850,Ping Li
2159706268,Mandeep Singh
2160518,A. Devalle
2167765,M. MacCoss
2176030144,Gautam Srivastava
2176381,K. Daudjee
2180167644,Patrick Iff
2186480691,Mohan Naik Ramachandra
2193799,Tim Hulsen
2193901,W. Shahzad
2198707,Peixiang Zhao
2200528122,Jayachandra Ananda Babu
2200758545,Madala Srinivasa Rao
2207212,Sungpack Hong
2207401,Oshini Goonetilleke
2215941,F. Nasaruddin
2216703472,Jéssica Monteiro
2217073,A. Jervis
2220934,Marko Junkkari
22271779,S. Becken
2235459675,Karl L€ ofgren
2236429,Tushar Khot
2236529,Ming-Tuo Zhou
2237403667,Amjad Ali
2237824370,I. G. Cohen
2238861,Dimitris Berberidis
2240347692,Mao Ye
2241838,Y. Duan
2247069462,W. N. Price
2250062,Chin-Chung Tsai
2257020336,Srikanth Thudumu
22573315,D. Punjani
2261850659,Abbas M. Al-Bakry
2264425447,Chun-Yang Zhang
2265002225,Philip Chen
2269971203,Wasnaa Kadhim Jawad
2271668292,Xindong Wu
2271992963,Julius Hřivnáč
2275848903,Itay Goldstein
2277231466,Martin Strohbach
2277388,S. M. Jameii
2283098327,Xingquan Zhu
2283455003,Adeel Shah
2285074747,P. KauserAhmed
2285406,J. Akoka
2286232238,Wei Ding
2286440807,Gong-Qing Wu
2287603163,Ieee Thar Baker Senior Member
2288804757,M. Conti
2288855760,AS A Commodity
2289710033,Kenneth Cukier
2296802333,William R Webster
2298635186,Karamjit Kaur
2302556600,Cheng-Xiang Wang
2314246,Huchang Liao
2327630,S. Childe
2335456,Leticia I. Gómez
2338598,Oreste Villa
2341999,P. Selmer
2348402835,Amir Gandomi
2360190,Youssef Gahi
23605695,Yann Ramusat
2371988,S. A. T. Mpinda
2394689,M. Serhani
2409325,Aly Fahmy
2410119,E. G. Caldarola
2414189,Holmer Hemsen
2416504,Kornelia M. Batko
2424691,Patrick Mikalef
2434366,D. Vrgoč
2448041,S. Wolfert
2454799,P. Guagliardo
2460428,Dagmar Waltemath
2468335,George Mangalaraj
2478931,Juan L. Reutter
25003800,Kazuki Osawa
2503073,Sharma Chakravarthy
2516234,Benoît Groz
2520357,Alessandro Morari
2521667,Daniel Presser
25355201,Jirí Kovacic
2541805,Christina Beneki
2559032,M. Vinaixa
25635969,Saket K. Sathe
2573120,S. Staworko
2589314,M. R. Islam
2590886,Silviu Maniu
2606269,Antonino Tumeo
2606653,Akashdeep Bhardwaj
2610610,Jingjing An
2661384,R. Breitling
2685045,Xiaobo Shen
2717738,Joe Zhu
2719926,Ebrahim Mahdipour
2728740,K. Rabuzin
2730618,Edy Portmann
2731035,A. Ammar
2735257,U. Sivarajah
2742266,V. Raghupathi
2748632,Stefan Plantikow
2749823,S. Wamba
2762241,Yun-ping Zhu
2772109,Renzo Angles
2790411,Filipe Sá
2835741,Irina A. Roznovat
2841157,Erik Brynjolfsson
2855934,Ali Hassani
2856719,Guillaume Bagan
2865038,N. Bandeira
2872113,M. Namaki
2873542,Xuemin Lin
2881033,Solon Barocas
2894178,Tamer Z. Emara
28956425,Laura Pollacci
29011153,Qinglin Qi
2919642,Maciej Besta
2922951,J. Nummenmaa
2948541,Yinghui Wu
2961601,T. Korcsmáros
2967413,N. Yakovets
2969299,David Ediger
2982298,S. Das
2996242,M. Warschauer
3009404,V. Christophides
3016228,Marcus Pinnecke
3019221,Peipei Yi
3019341,Barbora Buhnova
3059861,C. Verdouw
3062994,Matti Mäntymäki
30757622,Sayantan Khanra
3083019,Sérgio Lifschitz
30912359,Simone Bertoli
3118051,Francesco Giacchè
3132693,Andrew P. McAfee
31380655,Raouf Bouhali
31411209,Jeremy J. Carver
31435894,Akshay Kansal
3145906,Luca Pappalardo
31472189,Polyane Wercelens
31590259,C. Rawlings
3159707,O. V. Rest
31846192,Tobias Lindaaker
3188030,Claude Barthels
3215556,Ciaran McCreesh
3226264,Vasilis Efthymiou
32267146,Daniel Hernández
32336300,D. Rajput
32343498,Matthew Zook
3245770,J. Vizcaíno
3246503,M. Sevenich
32535366,Rommel N. Carvalho
3255268,L. Akoglu
3255652,Benjamin W. K. Hung
3264408,Ibrar Yaqoob
3281237,Bela Stantic
3291006,F. Montecchiani
33006924,Dongsong Zhang
3307051,H. Lai
3308719,Robert Gerstenberger
33163897,A. M. Rinaldi
3357578,George Lekakos
33582313,Vagisha Sharma
33769943,Francesca Pratesi
3393755,Jorge Mozzino
34069293,Marcel Wehrle
34110040,H. V. Olivera
3418946,Bingqing Lyu
34399700,Shahin Kamali
34533996,Z. Zhang
34580886,R. D. Virgilio
3470782,Enzo Zerega
34734228,S. Jamuar
34815790,U. S. Costa
34856697,M. Valenta
34859953,Yisheng Lv
35003282,O. Lassila
35043342,H. Ogata
35089024,Vinh Phu Nguyen
35106192,P. Barceló
35207612,Alberto Ferraris
35436614,Manreet Bhullar
35641358,S. Shilo
35655815,H. Y. Yip
35774662,F. R. Chowdhury
3615640,S. Vermeire
36472283,Stefan Slater
36994619,A. Lysenko
3797258,Z. Obermeyer
38152929,Jiong Jin
38608914,G. T. Reddy
38736958,Lijun Chang
38804760,Ting-Peng Liang
38818867,D. Boyd
38929912,Haibin Lv
39060992,Murtaza Haider
39064908,Valéria Gonçalves Soares
39268701,B. Pullman
39269062,Milan Cvitkovic
39466716,Lida Xu
39496312,A. Sîrbu
39592606,Waldeyr M. C. Silva
39714312,E. Emanuel
40046694,Hongyu Ren
4007395,Andrew F. Jarnuczak
40119435,A. Mazzoleni
4023152,M. Dunstan
40360441,A. Amine
40362338,M. Hernán
40451574,Hannah R Thomas
4047075,Anil Pacaci
40647665,Kate M. Bowers
40892737,Vasundra Touré
40895294,Nahla Aburawi
4096586,Li Zhu
40977242,S. Esser
4098270,Yehua He
40996948,Ray Neiheiser
4383001,N. Scrutton
4478199,T. Toivonen
4488990,M. Mohammadi
46207591,Fred C. Santos
46234199,Rajesh Kaluri
46251839,Arsalan Zahid Piprani
46432110,Andrew D. Selbst
46584628,Junliang Wang
46723193,E. Yadegaridehkordi
46933871,M.S. Mahmud
46994990,S. Kawano
47010888,Ali Ismail
47212878,Sabyasachi Dash
47232798,R. Upadhyay
47474337,Meng Zhang
47539394,Jinbo Zhang
47557631,Yong Chen
47641392,L. Ge
47666658,Hsinchun Chen
47774578,Zhe Fan
47795877,Yaqiong Yang
47798382,P. Sudhakar
48024382,K. Crawford
48035814,Aurélien Lemay
48107154,A. Mazein
48528884,M. Arshad
48576550,Shujiro Okuda
48633912,Fahim Ullah
48662628,C. Auffray
48667025,Humphrey Shi
48704195,Jerome Couturier
48803731,Hui Luan
4902441,O. Järv
49061836,Alastair Green
49247239,M. P. K. Reddy
49330176,Lei Chen
49415495,Yichuan Wang
49673304,Chunyang Li
49701119,Yu Watanabe
49776606,Jiangfeng Cheng
49790135,S. Shakyawar
49839849,Neil Swainston
50076239,Edin A. Muharemagic
50118077,Yuqing Wu
50277477,Misbah Ahmad
50378124,M. Das
50378979,S. Bhat
50384351,Qingqing Liu
50470670,Fangyuan Sui
50556355,F. Tao
50561597,Jie Zhang
50663909,G. Andrienko
50669606,J. Pellet
50701671,M. Saqi
50846470,Renzhe Yu
51017707,Kuruva Lakshmanna
51202981,G. Calic
51218701,J. Popp
51224577,Yige Wang
51228069,Raed Alsini
51228791,Yunsheng Bai
51229930,Soad Almabdy
51488437,Wisal Khan
5190887,J. Karnes
51925440,Joffrey L. Leevy
52132700,Subhi R. M. Zeebaree
52222865,Maria Boura
52561170,Petri Kotiranta
6050881,B. Verstockt
6324301,J. Faulon
65925190,Jisu Kim
65965701,P. Divakarachari
66319662,S. F. Kak
70039026,C. Blome
71219359,Yulan Wang
71371263,A. Goyal
71636032,Eugenia Oshurko
71693831,M. R. Yeganegi
71940750,Hafiz Suliman Munawar
72166011,Marilde Terezinha
73773486,Stine Hedensted
7452993,K. Ngiam
80193067,Jun Lyu
8043060,L. Luo
80938908,Qingsong Lai
82250495,D. Campbell
8349792,Guoren Wang
8566633,Richard A. Bauder
8613913,Irina Balaur
8752082,Sam Goundar
89037982,M. Madgwick
89333756,Liyana Shuib
89377594,S. Tripathi
8991498,LeeAnn Kung
9031926,Zhaocheng Zhu
90426770,S. Sepasgozar
9083969,Moshe Y. Vardi
9097705,Jianliang Xu
9106917,Rohit kumar Kaliyar
9138305,Wenqun Xiu
9139705,Amina Adadi
91596213,Y. Ishihama
92015504,Wei-Yao Tang
92799939,I. Ibrahim
9313397,H. Gururaj
9613825,Gabriel Campero Durand
96510111,P. Mendes
96997078,R. Habeeb
9766598,G. V. Erven
97912846,Z. Ageed
98495275,Yesheng Cui
98639980,M. Bogaardt
9870307,A. Wang
9933376,F. Fan
