person_id,paper_id,text,acceptance
3118051,1d0d84a1f4e8de75151d88bd152816f18109d032,Excellent contribution to the field.,Approved
2160518,1d0d84a1f4e8de75151d88bd152816f18109d032,Excellent contribution to the field.,Approved
2111337069,1d0d84a1f4e8de75151d88bd152816f18109d032,Excellent contribution to the field.,Approved
120783473,6e87f544017f73670c44d9d0856340a289ff9e38,Good insights and results.,Approved
2265002225,6e87f544017f73670c44d9d0856340a289ff9e38,Excellent contribution to the field.,Approved
1725285,6e87f544017f73670c44d9d0856340a289ff9e38,Excellent contribution to the field.,Approved
1403809434,659d8b24e53e8adfbcb1f16b26ada2cb8afa2c85,Excellent contribution to the field.,Approved
1419556433,659d8b24e53e8adfbcb1f16b26ada2cb8afa2c85,Well-written and clearly presented.,Approved
31435894,659d8b24e53e8adfbcb1f16b26ada2cb8afa2c85,Excellent contribution to the field.,Approved
51218701,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c,Well-written and clearly presented.,Approved
1850588,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c,Good insights and results.,Approved
145802082,b8e30590ac81875a7fc4f7cfd425bd5148a72f5c,Needs stronger experimental support.,Denied
3016228,c867c372ed78e27c53feaf788e74aa7506302bbe,Well-written and clearly presented.,Approved
100960057,c867c372ed78e27c53feaf788e74aa7506302bbe,Good insights and results.,Approved
1714025,c867c372ed78e27c53feaf788e74aa7506302bbe,Good insights and results.,Approved
2144794493,d154d986c3a402c207c6c0e22093f2e1a878fe71,Good insights and results.,Approved
6324301,d154d986c3a402c207c6c0e22093f2e1a878fe71,Well-written and clearly presented.,Approved
1403809434,d154d986c3a402c207c6c0e22093f2e1a878fe71,Well-written and clearly presented.,Approved
1836456,2be77516f6233a9d3ebbf93b439c3658d955d2e5,Excellent contribution to the field.,Approved
17711197,2be77516f6233a9d3ebbf93b439c3658d955d2e5,Good insights and results.,Approved
143769760,2be77516f6233a9d3ebbf93b439c3658d955d2e5,Good insights and results.,Approved
2240347692,3876267a762615ac876df561b900aa6e564fc9b4,Well-written and clearly presented.,Approved
1409306700,3876267a762615ac876df561b900aa6e564fc9b4,Excellent contribution to the field.,Approved
3255652,3876267a762615ac876df561b900aa6e564fc9b4,Well-written and clearly presented.,Approved
48667025,1f4bee77bb69b92dd16ce0c3ad0f477f4ecf1d30,Excellent contribution to the field.,Approved
2348402835,1f4bee77bb69b92dd16ce0c3ad0f477f4ecf1d30,Well-written and clearly presented.,Approved
2055791334,1f4bee77bb69b92dd16ce0c3ad0f477f4ecf1d30,Excellent contribution to the field.,Approved
38804760,39af4070dca3221d275898c55884167bc03fe73d,Excellent contribution to the field.,Approved
2296802333,39af4070dca3221d275898c55884167bc03fe73d,Excellent contribution to the field.,Approved
2102129,39af4070dca3221d275898c55884167bc03fe73d,Excellent contribution to the field.,Approved
2285406,6e4e15ab0d55232b93e76ddecb6c969a0d18f853,Good insights and results.,Approved
2110812737,6e4e15ab0d55232b93e76ddecb6c969a0d18f853,Good insights and results.,Approved
50669606,6e4e15ab0d55232b93e76ddecb6c969a0d18f853,Insufficient comparison to related work.,Denied
120783473,647d0e540627c5a903299a90d20530f8e48c18d9,Excellent contribution to the field.,Approved
1657644010,647d0e540627c5a903299a90d20530f8e48c18d9,Good insights and results.,Approved
1809915,647d0e540627c5a903299a90d20530f8e48c18d9,The methodology is flawed.,Denied
3159707,13bd0e08713f0b340396634892d2c9e3c5bee548,Excellent contribution to the field.,Approved
145322246,13bd0e08713f0b340396634892d2c9e3c5bee548,Good insights and results.,Approved
115609123,13bd0e08713f0b340396634892d2c9e3c5bee548,Well-written and clearly presented.,Approved
144568027,e8505f6175585713aa7b785285b3abc4113b57ef,Good insights and results.,Approved
2961601,e8505f6175585713aa7b785285b3abc4113b57ef,Good insights and results.,Approved
2070105034,e8505f6175585713aa7b785285b3abc4113b57ef,Insufficient comparison to related work.,Denied
143894735,1731458f7ac96b23bd8ffe4c1bb71295772b5566,Good insights and results.,Approved
144024329,1731458f7ac96b23bd8ffe4c1bb71295772b5566,Excellent contribution to the field.,Approved
32267146,1731458f7ac96b23bd8ffe4c1bb71295772b5566,Good insights and results.,Approved
1798186,8ada773522e0cc1b1a1b36b8e5d85417794a875f,Well-written and clearly presented.,Approved
50277477,8ada773522e0cc1b1a1b36b8e5d85417794a875f,Well-written and clearly presented.,Approved
1977200,8ada773522e0cc1b1a1b36b8e5d85417794a875f,Interesting but lacks novelty.,Denied
143649421,4f873d5a3ab80402e206a361eeffd3b69f014db0,Good insights and results.,Approved
1657286983,4f873d5a3ab80402e206a361eeffd3b69f014db0,Excellent contribution to the field.,Approved
1699192,4f873d5a3ab80402e206a361eeffd3b69f014db0,The methodology is flawed.,Denied
2121692039,b3b64555a641afd3c8fc2da30bbb30b0b56e0c60,Good insights and results.,Approved
13290587,b3b64555a641afd3c8fc2da30bbb30b0b56e0c60,Good insights and results.,Approved
1751969372,b3b64555a641afd3c8fc2da30bbb30b0b56e0c60,Needs stronger experimental support.,Denied
1685102,12b8af038d27defddc972c9bbcdf151b2594ee69,Excellent contribution to the field.,Approved
49839849,12b8af038d27defddc972c9bbcdf151b2594ee69,Excellent contribution to the field.,Approved
51228069,12b8af038d27defddc972c9bbcdf151b2594ee69,Interesting but lacks novelty.,Denied
2176381,d47686fd5ce403fe962c80b651c8b130061a5d73,Well-written and clearly presented.,Approved
1746871,d47686fd5ce403fe962c80b651c8b130061a5d73,Well-written and clearly presented.,Approved
49673304,d47686fd5ce403fe962c80b651c8b130061a5d73,Well-written and clearly presented.,Approved
2283455003,e0fdd11f8ffe065081e2e4694a8855a766abe31a,Well-written and clearly presented.,Approved
2144586446,e0fdd11f8ffe065081e2e4694a8855a766abe31a,Well-written and clearly presented.,Approved
2112246116,e0fdd11f8ffe065081e2e4694a8855a766abe31a,The methodology is flawed.,Denied
1683936,620f78ee4a52c3f61e5600d5c354b2234d8f7858,Good insights and results.,Approved
3470782,620f78ee4a52c3f61e5600d5c354b2234d8f7858,Good insights and results.,Approved
2341999,620f78ee4a52c3f61e5600d5c354b2234d8f7858,Insufficient comparison to related work.,Denied
2065468132,006bd41c4a52c64445afdbc67182715a476e09c8,Excellent contribution to the field.,Approved
2835741,006bd41c4a52c64445afdbc67182715a476e09c8,Excellent contribution to the field.,Approved
3308719,006bd41c4a52c64445afdbc67182715a476e09c8,The methodology is flawed.,Denied
49776606,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01,Good insights and results.,Approved
2080434643,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01,Well-written and clearly presented.,Approved
1836456,0134db5adf50c471906cbffa0d2f6a4fcbc0ae01,Excellent contribution to the field.,Approved
2064473584,f0dde44d5836ac8ae1d8a501b26317c952fe5abc,Well-written and clearly presented.,Approved
13084208,f0dde44d5836ac8ae1d8a501b26317c952fe5abc,Well-written and clearly presented.,Approved
2108409767,f0dde44d5836ac8ae1d8a501b26317c952fe5abc,Needs stronger experimental support.,Denied
4007395,d7948ee13698eaa556716b4161202f8690e493ff,Good insights and results.,Approved
2969299,d7948ee13698eaa556716b4161202f8690e493ff,Good insights and results.,Approved
144494743,d7948ee13698eaa556716b4161202f8690e493ff,Interesting but lacks novelty.,Denied
145963904,16a65dcd609d48f79a9a271377628fdae5315a62,Well-written and clearly presented.,Approved
2110812737,16a65dcd609d48f79a9a271377628fdae5315a62,Good insights and results.,Approved
34399700,16a65dcd609d48f79a9a271377628fdae5315a62,Needs stronger experimental support.,Denied
2521667,f75f16b5cf0fc2e667d79a122190757bfccb0a3d,Good insights and results.,Approved
4096586,f75f16b5cf0fc2e667d79a122190757bfccb0a3d,Excellent contribution to the field.,Approved
145580839,f75f16b5cf0fc2e667d79a122190757bfccb0a3d,Interesting but lacks novelty.,Denied
34580886,b374939320dcba4255a14637d36bbee785a2d860,Excellent contribution to the field.,Approved
2341999,b374939320dcba4255a14637d36bbee785a2d860,Well-written and clearly presented.,Approved
2283455003,b374939320dcba4255a14637d36bbee785a2d860,Excellent contribution to the field.,Approved
153189200,d427db1ba2cc92b36d16a5e5114f1027c90fff68,Well-written and clearly presented.,Approved
98495275,d427db1ba2cc92b36d16a5e5114f1027c90fff68,Well-written and clearly presented.,Approved
144007515,d427db1ba2cc92b36d16a5e5114f1027c90fff68,Insufficient comparison to related work.,Denied
39496312,7549a6e03afdd42ae94c19235db076319eeb34f8,Good insights and results.,Approved
2216703472,7549a6e03afdd42ae94c19235db076319eeb34f8,Excellent contribution to the field.,Approved
2730618,7549a6e03afdd42ae94c19235db076319eeb34f8,Excellent contribution to the field.,Approved
1741342,ae876b07435880d0359ca68b30af90b2e3193ad4,Good insights and results.,Approved
2409325,ae876b07435880d0359ca68b30af90b2e3193ad4,Excellent contribution to the field.,Approved
1703204,ae876b07435880d0359ca68b30af90b2e3193ad4,Well-written and clearly presented.,Approved
2728740,45063cf2e0116e700da5ca2863c8bb82ad4d64c2,Well-written and clearly presented.,Approved
47666658,45063cf2e0116e700da5ca2863c8bb82ad4d64c2,Excellent contribution to the field.,Approved
2360190,45063cf2e0116e700da5ca2863c8bb82ad4d64c2,The methodology is flawed.,Denied
2235459675,e89c22555d5e20a14669522838029c6f49893c57,Well-written and clearly presented.,Approved
1734682,e89c22555d5e20a14669522838029c6f49893c57,Well-written and clearly presented.,Approved
1740261,e89c22555d5e20a14669522838029c6f49893c57,Interesting but lacks novelty.,Denied
145301017,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4,Good insights and results.,Approved
2735257,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4,Well-written and clearly presented.,Approved
144543527,6cc4b0919f14bdcba4d3f1d97b04bd134bfb45c4,Excellent contribution to the field.,Approved
144728286,f51dfc161c98140d4156e512dd3b4f839cc7f491,Good insights and results.,Approved
1410733743,f51dfc161c98140d4156e512dd3b4f839cc7f491,Good insights and results.,Approved
2460428,f51dfc161c98140d4156e512dd3b4f839cc7f491,Excellent contribution to the field.,Approved
3255268,f7a8573d4daa4083419a864ef7a8bf97bc0754e5,Excellent contribution to the field.,Approved
2078490339,f7a8573d4daa4083419a864ef7a8bf97bc0754e5,Well-written and clearly presented.,Approved
1702467,f7a8573d4daa4083419a864ef7a8bf97bc0754e5,Good insights and results.,Approved
101768561,e7f1640a76bbfdf701e6cd4d81163be2eb97a4de,Well-written and clearly presented.,Approved
2121692039,e7f1640a76bbfdf701e6cd4d81163be2eb97a4de,Well-written and clearly presented.,Approved
36472283,e7f1640a76bbfdf701e6cd4d81163be2eb97a4de,Interesting but lacks novelty.,Denied
1409306700,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e,Excellent contribution to the field.,Approved
2058740,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e,Well-written and clearly presented.,Approved
50663909,f3b0ca9d0c420e6c6bc24a5e9dd959e8c899b38e,Insufficient comparison to related work.,Denied
2087066452,42fe18be6e9ff2c11e5b2347c93e131c9abc7a51,Good insights and results.,Approved
3009404,42fe18be6e9ff2c11e5b2347c93e131c9abc7a51,Well-written and clearly presented.,Approved
2092936661,42fe18be6e9ff2c11e5b2347c93e131c9abc7a51,The methodology is flawed.,Denied
1696238,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586,Good insights and results.,Approved
2116431916,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586,Well-written and clearly presented.,Approved
2082595527,91bd879d3fcbdb851c8442be47e7ee8fa4ef8586,Excellent contribution to the field.,Approved
72166011,19c284f50869970a31f45cbec20d2db90aa278e3,Excellent contribution to the field.,Approved
1723353821,19c284f50869970a31f45cbec20d2db90aa278e3,Excellent contribution to the field.,Approved
13290587,19c284f50869970a31f45cbec20d2db90aa278e3,Insufficient comparison to related work.,Denied
2109461904,6b98410fcea56a1d8368fe31384d2cacdcf78fdc,Well-written and clearly presented.,Approved
2156059845,6b98410fcea56a1d8368fe31384d2cacdcf78fdc,Good insights and results.,Approved
1705671,6b98410fcea56a1d8368fe31384d2cacdcf78fdc,The methodology is flawed.,Denied
2749823,cdadc2aa758d3abc1f77add07232f21df9287162,Good insights and results.,Approved
145002767,cdadc2aa758d3abc1f77add07232f21df9287162,Well-written and clearly presented.,Approved
1740261,cdadc2aa758d3abc1f77add07232f21df9287162,Needs stronger experimental support.,Denied
144263850,f6dc7097c06f58e93209f5cf14913c63dcfe183f,Well-written and clearly presented.,Approved
2296802333,f6dc7097c06f58e93209f5cf14913c63dcfe183f,Well-written and clearly presented.,Approved
9766598,f6dc7097c06f58e93209f5cf14913c63dcfe183f,The methodology is flawed.,Denied
2058740,a31b391917fbfc24675fc13a6724fe61460b425a,Good insights and results.,Approved
1688642,a31b391917fbfc24675fc13a6724fe61460b425a,Well-written and clearly presented.,Approved
1403702365,a31b391917fbfc24675fc13a6724fe61460b425a,The methodology is flawed.,Denied
2125673249,5685a394b25fcb27b6ad91f7325f2e60a9892e2a,Good insights and results.,Approved
1684751,5685a394b25fcb27b6ad91f7325f2e60a9892e2a,Excellent contribution to the field.,Approved
152292148,5685a394b25fcb27b6ad91f7325f2e60a9892e2a,Good insights and results.,Approved
72166011,9b3f2b73263ce06a6d61ef2ad9df7cce33e171f7,Well-written and clearly presented.,Approved
3308719,9b3f2b73263ce06a6d61ef2ad9df7cce33e171f7,Excellent contribution to the field.,Approved
2717738,9b3f2b73263ce06a6d61ef2ad9df7cce33e171f7,Good insights and results.,Approved
145993580,416292827584552604807411db7262d7c28257e6,Good insights and results.,Approved
145219017,416292827584552604807411db7262d7c28257e6,Good insights and results.,Approved
2236529,416292827584552604807411db7262d7c28257e6,Interesting but lacks novelty.,Denied
3215556,325bbe2c92072b16645a5cded3b9eda3cb97660b,Excellent contribution to the field.,Approved
1409306700,325bbe2c92072b16645a5cded3b9eda3cb97660b,Well-written and clearly presented.,Approved
3255652,325bbe2c92072b16645a5cded3b9eda3cb97660b,Needs stronger experimental support.,Denied
145194157,e02acab3e0c44f425705865869f3e51f7998dd24,Excellent contribution to the field.,Approved
9083969,e02acab3e0c44f425705865869f3e51f7998dd24,Good insights and results.,Approved
3226264,e02acab3e0c44f425705865869f3e51f7998dd24,Needs stronger experimental support.,Denied
36994619,02808823641975868e3212fd7ae859514fdbdf32,Well-written and clearly presented.,Approved
2112395404,02808823641975868e3212fd7ae859514fdbdf32,Excellent contribution to the field.,Approved
51228791,02808823641975868e3212fd7ae859514fdbdf32,Well-written and clearly presented.,Approved
50378124,c8df841db2bfe68fc7624f004217c0255f385063,Well-written and clearly presented.,Approved
145463228,c8df841db2bfe68fc7624f004217c0255f385063,Excellent contribution to the field.,Approved
2065509293,c8df841db2bfe68fc7624f004217c0255f385063,Well-written and clearly presented.,Approved
143908701,0daa156e7b4168df25733ce58680dd15b539fa50,Good insights and results.,Approved
144984672,0daa156e7b4168df25733ce58680dd15b539fa50,Well-written and clearly presented.,Approved
9083969,0daa156e7b4168df25733ce58680dd15b539fa50,Interesting but lacks novelty.,Denied
1825498,262fe2a2b5d1c0fa7feb63f3bf0c1fd81f1b7c80,Well-written and clearly presented.,Approved
145326878,262fe2a2b5d1c0fa7feb63f3bf0c1fd81f1b7c80,Well-written and clearly presented.,Approved
49330176,262fe2a2b5d1c0fa7feb63f3bf0c1fd81f1b7c80,Insufficient comparison to related work.,Denied
2145774899,acf5fce7472de410985d223d3ce1271a5014d1e7,Excellent contribution to the field.,Approved
144245703,acf5fce7472de410985d223d3ce1271a5014d1e7,Good insights and results.,Approved
2271992963,acf5fce7472de410985d223d3ce1271a5014d1e7,Interesting but lacks novelty.,Denied
2606653,45af864f2f9991eb9f9545fdec45ccf2adb5f0fa,Good insights and results.,Approved
52132700,45af864f2f9991eb9f9545fdec45ccf2adb5f0fa,Good insights and results.,Approved
8349792,45af864f2f9991eb9f9545fdec45ccf2adb5f0fa,The methodology is flawed.,Denied
32267146,d6b68954d6acddce319de327af65d164bdfc5543,Good insights and results.,Approved
40895294,d6b68954d6acddce319de327af65d164bdfc5543,Well-written and clearly presented.,Approved
2186480691,d6b68954d6acddce319de327af65d164bdfc5543,Needs stronger experimental support.,Denied
2967413,71ca3a6c98c8b60117d01f324487ea8bfe34c54b,Well-written and clearly presented.,Approved
145250139,71ca3a6c98c8b60117d01f324487ea8bfe34c54b,Well-written and clearly presented.,Approved
1389415257,71ca3a6c98c8b60117d01f324487ea8bfe34c54b,The methodology is flawed.,Denied
2153911296,342253053f72911edc54df84708f1c1a8db279b6,Well-written and clearly presented.,Approved
17711197,342253053f72911edc54df84708f1c1a8db279b6,Good insights and results.,Approved
2064791867,342253053f72911edc54df84708f1c1a8db279b6,The methodology is flawed.,Denied
1950081,ae63486b2791b301ea4f31b654579687b2f2f95a,Excellent contribution to the field.,Approved
2772109,ae63486b2791b301ea4f31b654579687b2f2f95a,Excellent contribution to the field.,Approved
1798121,ae63486b2791b301ea4f31b654579687b2f2f95a,Good insights and results.,Approved
31411209,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b,Well-written and clearly presented.,Approved
1977200,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b,Excellent contribution to the field.,Approved
17711197,f0c9fabba39fb5d471d6bd37f6d1c68811fef48b,Insufficient comparison to related work.,Denied
4096586,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a,Well-written and clearly presented.,Approved
73773486,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a,Excellent contribution to the field.,Approved
4902441,5b0ade1a2ae06e9d8b51f2d5c424a0cdad847e8a,The methodology is flawed.,Denied
2610610,575c8ee3782f37dd0e7df8b9f3161ae3e7783b1c,Excellent contribution to the field.,Approved
34533996,575c8ee3782f37dd0e7df8b9f3161ae3e7783b1c,Good insights and results.,Approved
150129010,575c8ee3782f37dd0e7df8b9f3161ae3e7783b1c,Well-written and clearly presented.,Approved
2055050266,8f6e3b466c4ecc6e0ff779e58cf1b885c7b09f11,Good insights and results.,Approved
1881965,8f6e3b466c4ecc6e0ff779e58cf1b885c7b09f11,Excellent contribution to the field.,Approved
2237403667,8f6e3b466c4ecc6e0ff779e58cf1b885c7b09f11,Good insights and results.,Approved
2102129,2529bb021fda27e1b4012ea62d68c26fd53efcd3,Well-written and clearly presented.,Approved
9097705,2529bb021fda27e1b4012ea62d68c26fd53efcd3,Excellent contribution to the field.,Approved
2058740,2529bb021fda27e1b4012ea62d68c26fd53efcd3,Excellent contribution to the field.,Approved
46251839,ff784e951325b54f911c3c82bde5b3d6810459c3,Excellent contribution to the field.,Approved
2541805,ff784e951325b54f911c3c82bde5b3d6810459c3,Good insights and results.,Approved
1403270550,ff784e951325b54f911c3c82bde5b3d6810459c3,Interesting but lacks novelty.,Denied
40119435,2aac97b85bfb33c0bae35be23b02238c79a937d7,Excellent contribution to the field.,Approved
1400900759,2aac97b85bfb33c0bae35be23b02238c79a937d7,Good insights and results.,Approved
2065509293,2aac97b85bfb33c0bae35be23b02238c79a937d7,Interesting but lacks novelty.,Denied
46933871,3b3df8387a7924c966c87662d4d2547e5c0fb662,Good insights and results.,Approved
66319662,3b3df8387a7924c966c87662d4d2547e5c0fb662,Excellent contribution to the field.,Approved
144304984,3b3df8387a7924c966c87662d4d2547e5c0fb662,Needs stronger experimental support.,Denied
2149869431,217c25a7dc4380f12497edf4d7d013d11195c005,Well-written and clearly presented.,Approved
2064249638,217c25a7dc4380f12497edf4d7d013d11195c005,Well-written and clearly presented.,Approved
2573120,217c25a7dc4380f12497edf4d7d013d11195c005,Insufficient comparison to related work.,Denied
32535366,0e9882f5d9a4c0ee873f7806ffe645b0473377a7,Excellent contribution to the field.,Approved
144302930,0e9882f5d9a4c0ee873f7806ffe645b0473377a7,Good insights and results.,Approved
31590259,0e9882f5d9a4c0ee873f7806ffe645b0473377a7,Insufficient comparison to related work.,Denied
144658846,0073395c4fec448b21963cf06ab01b671ccaaac3,Well-written and clearly presented.,Approved
2865038,0073395c4fec448b21963cf06ab01b671ccaaac3,Well-written and clearly presented.,Approved
51228791,0073395c4fec448b21963cf06ab01b671ccaaac3,Insufficient comparison to related work.,Denied
96510111,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5,Good insights and results.,Approved
2731035,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5,Good insights and results.,Approved
48662628,a5170eb87547140ee2e9d89e12e49e64b5f1f7d5,Needs stronger experimental support.,Denied
49790135,205d1d5689f7327d909f6a4addb2f0d98ab7d17e,Good insights and results.,Approved
1979817,205d1d5689f7327d909f6a4addb2f0d98ab7d17e,Good insights and results.,Approved
2110677374,205d1d5689f7327d909f6a4addb2f0d98ab7d17e,Insufficient comparison to related work.,Denied
144304984,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4,Excellent contribution to the field.,Approved
40362338,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4,Well-written and clearly presented.,Approved
144929055,6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4,Needs stronger experimental support.,Denied
2314246,6008ea0ff9406834436c2ab39dca17390f978a23,Well-written and clearly presented.,Approved
2111337069,6008ea0ff9406834436c2ab39dca17390f978a23,Good insights and results.,Approved
33769943,6008ea0ff9406834436c2ab39dca17390f978a23,The methodology is flawed.,Denied
2150744,212d1c7cfad4d8dae39deb669337cb46b0274d78,Well-written and clearly presented.,Approved
2069618919,212d1c7cfad4d8dae39deb669337cb46b0274d78,Excellent contribution to the field.,Approved
105033100,212d1c7cfad4d8dae39deb669337cb46b0274d78,Excellent contribution to the field.,Approved
