paper_id,edition_id
3b3df8387a7924c966c87662d4d2547e5c0fb662,International_Conference_on_Flexible_Query_Answering_Systems_2015
217c25a7dc4380f12497edf4d7d013d11195c005,GRADES@SIGMOD/PODS_2015
0e9882f5d9a4c0ee873f7806ffe645b0473377a7,International_Conference_on_Extending_Database_Technology_2015
0073395c4fec448b21963cf06ab01b671ccaaac3,International_Symposium_Graph_Drawing_and_Network_Visualization_2015
a5170eb87547140ee2e9d89e12e49e64b5f1f7d5,Very_Large_Data_Bases_Conference_2015
205d1d5689f7327d909f6a4addb2f0d98ab7d17e,Computer_2015
6300cd54e6ae992d87cb22ce536aa99a5f9e6ab4,PPAA_'14_2014
6008ea0ff9406834436c2ab39dca17390f978a23,International_Conference_on_Conceptual_Modeling_2014
212d1c7cfad4d8dae39deb669337cb46b0274d78,International_Conference_on_Information_Processing_and_Management_of_Uncertainty_2014
ccca203382e5dd198c089a0f1d7af7bef0f694e9,Molecular_Plant_2020
f117c6f12d067bd66dad40996b3931c069daa2da,MIS_Q._2012
bf5a42b53d156c0811e88e60d2a49f9fd9367cae,Harvard_Business_Review_2012
4b06c7e29280b1c6bc05c9df39023b48fef02c93,arXiv.org_2021
85328b4a8132bf4299f8cd7f8e79e850d561c8fc,Iraqi_Journal_for_Computers_and_Informatics_2022
41d4e093d5f7ed5aae1aaa9eb6c037742e4cf9b1,Journal_of_Big_Data_2022
cc017a62c605a0749e35a1264a46d62e78fb68b7,Lecture_Notes_in_Computer_Science_2019
1bc34cb22131554ba18f6ba9e6ede5beb42939f1,International_Journal_of_Information_Management_2015
38f5b53b49be555430f33b8363910191a3df1d14,International_Journal_for_Research_in_Applied_Science_and_Engineering_Technology_2022
3a74bed911ccf213d9595b2b02a5b1c4ac4dcaf8,The_Information_Society_2017
178571a5cde984c895493e2eb6c5487449d055cf,Military_Medical_Research_2021
92fd5aaeacaa332a725e72647e20baec5c73b73d,Big_Data_and_Cognitive_Computing_2022
b904dcdbd7c7b33938583f2f57d05ca70e121ea9,Big_Data_and_Cognitive_Computing_2022
1597449a7f64b6bd24639b4deab96c8a8c184177,The_International_Journal_of_Advanced_Manufacturing_Technology_2017
fe44200fed05f9a7c656f2245deded8fd5f5e1e6,Journal_of_Big_Data_2020
94deb62af3054c49e7d80bd7eb3ed5efe990fc0b,IEEE_transactions_on_intelligent_transportation_systems_(Print)_2015
b6b7fea1846e85ac1e3c7e3adda6e65b127d0368,IEEE_Internet_of_Things_Journal_2020
a0d18dddaa995b126ad373e33767b9b881d16b2f,Frontiers_in_Artificial_Intelligence_2020
8bba999de25bfb288b3f7f88e1d907aab02638b6,Chemical_Reviews_2020
8b417c2be7a7707f372049fb1193f0d42f799562,IEEE_Access_2021
b34fc78de28be598e21118d7cb9d84d63374addc,IEEE_Access_2020
02a88547d6f6022bebc9aba6723a310cdf132f3f,Wirtschaftsinf._2014
48fc9c42522184c652742255fdf31f7b9ed7ebae,Journal_of_Evidence-Based_Medicine_2020
cbad0923db89f23febcbd6192ff4149289ff2ad9,Journal_of_Big_Data_2021
aca6d5f3866372a4506cf15773ae298f18c3f453,Journal_of_Big_Data_2020
efca2a32ce9c7a808c2c3efcc2c3dac032dfc8ea,Journal_of_the_American_Medical_Association_(JAMA)_2018
391a5f286f814d852dddcab1b2b68e5c1af6c79e,IEEE_Transactions_on_Knowledge_and_Data_Engineering_2016
56266342b01a4f2ddc28a1e8401dbbad105736a5,Archives_of_Computational_Methods_in_Engineering_2021
73d4accea441aae2373828a8dc2175aa2759c38f,The_Review_of_financial_studies_2021
4d1fdd81f033cd58f3723bfc61e7d12079647a7a,New_England_Journal_of_Medicine_2016
37b0a7a6c8fb26e32b9206847e78d521a2cd5900,Journal_of_Big_Data_2021
9198d6ab8ad1c6f1527a7d4adf06809848bf23c7,Frontiers_in_Psychology_2020
8f0d7df1e34867682d0816a38ef4a9bf4a74509c,Journal_of_Big_Data_2021
78e40584f0d149bf6f98beb5561b7b83cb68e1b1,Journal_of_business_research_2020
80dd97954ddf3edd22d4cb21f0ac31b7ffed6bbf,IEEE_Access_2018
10d89b13a6309a531c35701d37d3bd76a27a3942,New_Horizons_for_a_Data-Driven_Economy_2021
bc6dbcaf4d2c76e618ae3f1043fd7276cbdf7f9b,Journal_of_Big_Data_2019
dac7344737cb824634f757aede2dd46a6eed204b,Health_Information_Science_and_Systems_2014
1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,Journal_of_Big_Data_2015
78aab73ed574393ab421f25b3a0e3f7343e64748,Advances_in_Big_Data_Analytics_2022
3b217403302f9cb9d9685404c7646de7bc0db428,Information_Sciences_2014
718b5a40dba91bfa0bdfb9ac9ca4381425d2ff95,Nature_Network_Boston_2020
f11cba099b8cf14815f7b3d85f55ecfddbf9f04d,ACM_Computing_Surveys_2020
de6cf3534f39748a223b9bb2b59d2e7ffcb6ae03,American_Journal_of_Epidemiology_2016
e449b9b3fe04fe260731a3c74d2123bf6eaadf5b,Big_Data_and_Cognitive_Computing_2020
2660dcf5bd16d14862a7bbb241fa4d85ae34327f,Information_Systems_2015
3dfa820702b6181c9964931f0a4d47fd298bf429,Review_of_Research_in_Education_2020
82870bc488b57cdf5ea62877109a7278af2926b3,Annual_Review_of_Pharmacology_and_Toxicology_2020
3789eb72c32ecf5e33442570358dd786dd67c8a2,Big_Data_and_Cognitive_Computing_2020
17fca92ffd527c78c5dc6c7953e96671743807fa,British_Journal_of_Management_2019
247dec05283a1a521f99253a6cca6a5858cac0d2,British_Journal_of_Management_2019
8894d431a768a35dc7ca4d762ebdba4f407b978c,Nucleic_Acids_Res._2019
4e13a8e8ba8d33e15ed037bfca7c651047533990,Enterprise_Information_Systems_2019
dbabab9bf5955558f73a37644f4bb626106a6d73,IEEE_transactions_on_intelligent_transportation_systems_(Print)_2019
9e3816be8cf4821d74e258de10ee471382936a30,Nature_Network_Boston_2019
0e33833f5e2e2719edfba1d142eb4d27f96e799f,Enterprise_Information_Systems_2020
b080d072cfde697180db3234da08903c092e72c3,Management_Decision_2019
d2ae65522ac50b7b68462f43e5774ff323c52421,Journal_of_Big_Data_2019
c24d47ff95cd4bda073c75ec24ececaa3b10c995,Big_Data_Mining_and_Analytics_2020
e8b7a9be9f2d0578a95319ed5841978e10429967,"International_Journal_of_Minerals,_Metallurgy,_and_Materials_2020"
a60a4e5f7f872b9825ddff5d379857c2091ca52b,Journal_of_Big_Data_2020
75c364909914f17791837ec88090262aa6656d3e,Gut_2020
18d87bff073687c025f9bd23ab2dfb20d5f72a66,IEEE_Transactions_on_Industrial_Informatics_2020
ba9b6f805feb62c978d384211f910790643a023e,Journal_of_Big_Data_2020
697f2f3598057cd17cff7749d768cae0993c6727,Big_Data_Research_2021
e7c8fcbc24c73a576339e5f34f9f23f5ea732b3b,Journal_of_Management_Information_Systems_2018
99f06e88e76f1af51d08d7adfb26d758ebc6acab,Building_Simulation_2020
8adb47deeef943c2c1bae41f9498a382fb818a16,International_Journal_of_Educational_Technology_in_Higher_Education_2020
9810bcaf5ac1792e6a2738a86f85ce270d448040,Nature_Communications_2019
cc1e82125f7f8636b25ccdcdb63e8f812add7f87,IEEE_Transactions_on_Big_Data_2020
8d2142cf2b9ffdbdaf13473c39a6b1bd737d12ba,Computer_Communications_2020
0026ea8a0fd31bdc959a4b9ed4d449f3015be8d1,Big_Data_and_Cognitive_Computing_2020
b0ee814c7a3eed260c9913861329c9f73e880d00,Annals_of_Operations_Research_2020
7f5cd5b1340ac06ea38bd05373c30136a6f4c1ca,Big_Data_&_Society_2020
971c35bcab25fbf4fd4bb6e128cf2586f0ab1d67,Robotics_Comput._Integr._Manuf._2020
521e5c337be51b8f8fdb858580bb46a0545ab1f9,IEEE_Transactions_on_Neural_Networks_and_Learning_Systems_2018
1f8a23697562b001082b147779b5eaefd3513d0a,International_Journal_of_Data_Science_and_Analysis_2020
ed9e7821b3e51c7e59183300d6c8cf90c8de0f26,Big_Data_&_Society_2020
d63b884d5ebc739f6e1bdf861fa9276260781404,IEEE_Communications_Surveys_and_Tutorials_2017
d99e88d3c1821857ca6945470698351925f9737f,Journal_of_Big_Data_2018
6eefbb79f98e902e9d2efa057bfea174843bf3dc,Future_generations_computer_systems_2020
8e6d0ed32aaa5e3d7c598d5a2ace76eab8485801,Cities_2019
91fc647899f801c9d351349ce73779918f90a713,The_Lancet_Oncology_2019
ecef432e7f6c9f431d5b34706a8de1fdebec46f9,Frontiers_in_Medicine_2019
